"Awal pelaporan","Akhir pelaporan","Nama iklan",Platform,Penempatan,"Platform Perangkat","Penayangan iklan",Hasil,"Indikator Hasil","Biaya per Hasil","Anggaran Set Iklan","Jenis Anggaran Set Iklan","Jumlah yang dibelanjakan (IDR)",Impresi,Jangkauan,Berakhir,"Pengaturan atribusi",Tawaran,"Jenis tawaran","Editan Signifikan Terakhir","Peringkat kualitas","Peringkat nilai interaksi","Peringkat nilai konversi","Nama set iklan",Reaction/Reach,"Interaksi postingan","Klik tautan","CTR (rasio klik tayang tautan)",Frekuensi,"Pengikut Instagram","Interaksi Halaman","Hasil (awal)","Indikator hasil (awal)"
2026-07-01,2026-07-31,"Nobar Bola",Facebook,Kabar,Desktop,inactive,23,reach,1565.2173913,50000,Harian,36,23,23,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",Facebook,Kabar,"Di aplikasi",inactive,2138,reach,1521.98316183,50000,Harian,3254,2211,2138,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,4,,,1.034144,0,4,,
2026-07-01,2026-07-31,"Nobar Bola",Facebook,Kabar,"Web Seluler",inactive,22,reach,1454.54545455,50000,Harian,32,22,22,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola",Facebook,"Reels in-stream","Di aplikasi",inactive,40,reach,1250,50000,Harian,50,41,40,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.025,0,,,
2026-07-01,2026-07-31,"Nobar Bola",Facebook,Marketplace,Desktop,inactive,10,reach,1800,50000,Harian,18,12,10,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.2,0,,,
2026-07-01,2026-07-31,"Nobar Bola",Facebook,Marketplace,"Di aplikasi",inactive,1341,reach,1577.18120805,50000,Harian,2115,1466,1341,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.093214,0,,,
2026-07-01,2026-07-31,"Nobar Bola",Instagram,Kabar,"Di aplikasi",inactive,284,reach,1454.22535211,50000,Harian,413,285,284,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.003521,0,,,
2026-07-01,2026-07-31,"Nobar Bola",Instagram,"Reels Instagram","Di aplikasi",inactive,2351,reach,1537.64355593,50000,Harian,3615,2433,2351,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00042535,1,,,1.034879,0,1,,
2026-07-01,2026-07-31,"Nobar Bola",Instagram,"Instagram Stories","Di aplikasi",inactive,34,reach,1529.41176471,50000,Harian,52,36,34,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.058824,0,,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",Facebook,"Facebook Reels","Di aplikasi",not_delivering,,,,"Menggunakan anggaran kampanye",0,253,26,25,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,17,,,1.04,0,17,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",Facebook,"Facebook Stories","Di aplikasi",not_delivering,2,profile_visit_view,608,"Menggunakan anggaran kampanye",0,1216,39,39,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,18,3,7.692308,1,0,18,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",Facebook,Kabar,"Di aplikasi",not_delivering,,,,"Menggunakan anggaran kampanye",0,88,2,2,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",Instagram,Kabar,"Di aplikasi",not_delivering,2,profile_visit_view,554.5,"Menggunakan anggaran kampanye",0,1109,8,8,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,6,1,12.5,1,0,6,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",Instagram,"Reels Instagram","Di aplikasi",not_delivering,,,,"Menggunakan anggaran kampanye",0,145,15,15,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,5,,,1,0,5,,
2026-07-01,2026-07-31,"Dapet Kerjaan Di Luar Jobdesk",Instagram,"Instagram Stories","Di aplikasi",not_delivering,,,,"Menggunakan anggaran kampanye",0,59,6,6,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Facebook,"Facebook Reels","Di aplikasi",not_delivering,1,profile_visit_view,611,"Menggunakan anggaran kampanye",0,611,51,39,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,1.960784,1.307692,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Facebook,"Facebook Stories","Di aplikasi",not_delivering,8,profile_visit_view,353.625,"Menggunakan anggaran kampanye",0,2829,525,511,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00391389,14,12,2.285714,1.027397,0,16,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Facebook,Kabar,Desktop,not_delivering,,,,"Menggunakan anggaran kampanye",0,19,1,1,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Facebook,Kabar,"Di aplikasi",not_delivering,7,profile_visit_view,869.14285714,"Menggunakan anggaran kampanye",0,6084,986,923,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00325027,16,13,1.318458,1.068256,0,16,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,Kabar,"Di aplikasi",not_delivering,38,profile_visit_view,447.23684211,"Menggunakan anggaran kampanye",0,16995,1429,1218,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00328407,45,38,2.659202,1.173235,5,45,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,2,profile_visit_view,137,"Menggunakan anggaran kampanye",0,274,60,57,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,1,1,1.666667,1.052632,0,1,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,"Reels Instagram","Di aplikasi",not_delivering,1536,profile_visit_view,344.64322917,"Menggunakan anggaran kampanye",0,529372,153028,127415,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00080053,1662,1560,1.019421,1.20102,1,1662,,
2026-07-01,2026-07-31,"Nobar Bola Pakai Bourbon",Instagram,"Instagram Stories","Di aplikasi",not_delivering,21,profile_visit_view,314,"Menggunakan anggaran kampanye",0,6594,412,369,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,12,12,2.912621,1.116531,2,12,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels","Di aplikasi",inactive,0,profile_visit_view,,"Menggunakan anggaran kampanye",0,1205,98,74,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,4,4,4.081633,1.324324,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories","Di aplikasi",inactive,13,profile_visit_view,399.46153846,"Menggunakan anggaran kampanye",0,5193,1168,1152,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,13,13,1.113014,1.013889,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,Desktop,inactive,,,,"Menggunakan anggaran kampanye",0,293,3,3,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,"Di aplikasi",inactive,22,profile_visit_view,402.59090909,"Menggunakan anggaran kampanye",0,8857,1340,1245,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00240964,35,32,2.38806,1.076305,0,35,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Kabar,"Di aplikasi",inactive,35,profile_visit_view,564.85714286,"Menggunakan anggaran kampanye",0,19770,2878,2520,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00793651,57,34,1.181376,1.142063,2,57,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Beranda Jelajahi","Di aplikasi",inactive,1,profile_visit_view,120,"Menggunakan anggaran kampanye",0,120,52,52,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Reels Instagram","Di aplikasi",inactive,5084,profile_visit_view,311.89968529,"Menggunakan anggaran kampanye",0,1585698,344884,270837,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0.00087507,5371,5109,1.481368,1.273401,3,5371,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Stories","Di aplikasi",inactive,222,profile_visit_view,390.15765766,"Menggunakan anggaran kampanye",0,86615,10493,8964,Berlangsung,"Klik 1 hari",0,ABSOLUTE_OCPM,2026-06-27T07:38:25+0700,-,-,-,"Broad A+",0,217,217,2.068045,1.170571,3,217,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Kabar profil Facebook","Di aplikasi",inactive,1,reach,2000,50000,Harian,2,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels","Di aplikasi",inactive,370685,reach,2529.03138784,50000,Harian,937474,673688,370685,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00088215,328,,,1.817414,0,328,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Iklan di Facebook Reels","Di aplikasi",inactive,18092,reach,828.70882158,50000,Harian,14993,18092,18092,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories","Di aplikasi",inactive,20556,reach,1523.64273205,50000,Harian,31320,24269,20556,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.180629,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,Desktop,inactive,86,reach,1441.86046512,50000,Harian,124,93,86,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.081395,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,"Di aplikasi",inactive,21312,reach,1674.17417417,50000,Harian,35680,24628,21312,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00023461,35,,,1.155593,0,35,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,"Web Seluler",inactive,171,reach,1590.64327485,50000,Harian,272,203,171,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.187135,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Reels in-stream","Di aplikasi",inactive,3154,reach,1868.73811034,50000,Harian,5894,4365,3154,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.383957,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,Desktop,inactive,302,reach,2599.33774834,50000,Harian,785,585,302,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.937086,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,"Di aplikasi",inactive,39742,reach,2728.80076493,50000,Harian,108448,77001,39742,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,13,13,0.016883,1.937522,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Hasil Pencarian","Di aplikasi",inactive,2,reach,1500,50000,Harian,3,2,2,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Kabar,"Di aplikasi",inactive,2567,reach,1585.50837554,50000,Harian,4070,2694,2567,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00038956,1,,,1.049474,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Beranda Jelajahi","Di aplikasi",inactive,1,reach,1000,50000,Harian,1,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Reels Instagram","Di aplikasi",inactive,8069,reach,1839.26137068,50000,Harian,14841,10071,8069,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00024786,2,,,1.24811,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Stories","Di aplikasi",inactive,2115,reach,1668.55791962,50000,Harian,3529,2212,2115,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.045863,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Threads,"Kabar Threads","Di aplikasi",inactive,21,reach,1095.23809524,50000,Harian,23,21,21,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",WhatsApp,Status,"Di aplikasi",inactive,836,reach,958.13397129,50000,Harian,801,836,836,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Kabar profil Facebook","Di aplikasi",inactive,1,reach,1000,30000,Harian,1,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels","Di aplikasi",inactive,172328,reach,1664.94127478,30000,Harian,286916,202618,172328,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00051065,89,,,1.175769,0,89,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Iklan di Facebook Reels","Di aplikasi",inactive,22099,reach,849.2691977,30000,Harian,18768,22671,22099,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.025884,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories","Di aplikasi",inactive,5767,reach,1323.0449107,30000,Harian,7630,5900,5767,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.023062,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,Desktop,inactive,37,reach,1513.51351351,30000,Harian,56,38,37,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.027027,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,"Di aplikasi",inactive,8430,reach,1459.43060498,30000,Harian,12303,8715,8430,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,13,,,1.033808,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,"Web Seluler",inactive,69,reach,1507.24637681,30000,Harian,104,69,69,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Reels in-stream","Di aplikasi",inactive,1823,reach,1432.25452551,30000,Harian,2611,1931,1823,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.059243,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,Desktop,inactive,143,reach,1832.16783217,30000,Harian,262,183,143,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.27972,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Marketplace,"Di aplikasi",inactive,29772,reach,1527.07241704,30000,Harian,45464,31986,29772,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,8,8,0.025011,1.074365,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Kabar,"Di aplikasi",inactive,349,reach,1538.68194842,30000,Harian,537,360,349,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.031519,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Reels Instagram","Di aplikasi",inactive,6969,reach,1648.7300904,30000,Harian,11490,7870,6969,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00028699,2,,,1.129287,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Instagram Stories","Di aplikasi",inactive,584,reach,1640.4109589,30000,Harian,958,595,584,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.018836,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Threads,"Kabar Threads","Di aplikasi",inactive,25,reach,1040,30000,Harian,26,25,25,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",WhatsApp,Status,"Di aplikasi",inactive,29991,reach,664.8661265,30000,Harian,19940,30214,29991,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.007436,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Reels","Di aplikasi",inactive,8,actions:post_interaction_gross,25.625,30000,Harian,205,17,15,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.46666667,8,,,1.133333,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,"Facebook Stories","Di aplikasi",inactive,21,actions:post_interaction_gross,63.23809524,30000,Harian,1328,47,35,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.6,21,,,1.342857,0,21,,
2026-07-01,2026-07-31,"Aldi Taher",Facebook,Kabar,"Di aplikasi",inactive,5,actions:post_interaction_gross,110.4,30000,Harian,552,27,24,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.16666667,5,,,1.125,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Kabar,Desktop,inactive,,,,30000,Harian,12,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Kabar,"Di aplikasi",inactive,43,actions:post_interaction_gross,77.69767442,30000,Harian,3341,225,207,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.19323671,43,,,1.086957,0,43,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,Kabar,"Web Seluler",inactive,1,actions:post_interaction_gross,50,30000,Harian,50,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",1,1,,,1,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Beranda Jelajahi","Di aplikasi",inactive,,,,30000,Harian,0,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",Instagram,"Reels Instagram","Di aplikasi",inactive,20,actions:post_interaction_gross,65.15,30000,Harian,1303,73,64,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.3125,20,,,1.140625,0,20,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Kabar,Desktop,not_delivering,31,reach,1451.61290323,50000,Harian,45,32,31,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,7,,,1.032258,0,7,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Kabar,"Di aplikasi",not_delivering,5489,reach,1599.92712698,50000,Harian,8782,6035,5489,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00018218,656,,,1.099472,0,656,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,Kabar,"Web Seluler",not_delivering,21,reach,1476.19047619,50000,Harian,31,22,21,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,3,,,1.047619,0,3,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Beranda Jelajahi","Di aplikasi",not_delivering,348,reach,1278.73563218,50000,Harian,445,370,348,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,67,,,1.063218,0,67,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Reels Instagram",Desktop,not_delivering,1,reach,1000,50000,Harian,1,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Reels Instagram","Di aplikasi",not_delivering,23593,reach,1616.45403298,50000,Harian,38137,25622,23593,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0002967,1075,,,1.086,0,1075,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Hasil pencarian Instagram","Di aplikasi",not_delivering,1,reach,0,50000,Harian,0,1,1,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories",Desktop,not_delivering,11,reach,1545.45454545,50000,Harian,17,11,11,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Instagram,"Instagram Stories","Di aplikasi",not_delivering,2006,reach,1637.0887338,50000,Harian,3284,2227,2006,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,33,,,1.110169,0,33,,
