"Awal pelaporan","Akhir pelaporan","Nama iklan",Usia,"Jenis kelamin","Penayangan iklan",Hasil,"Indikator Hasil","Biaya per Hasil","Anggaran Set Iklan","Jenis Anggaran Set Iklan","Jumlah yang dibelanjakan (IDR)",Impresi,Jangkauan,Berakhir,"Pengaturan atribusi",Tawaran,"Jenis tawaran","Editan Signifikan Terakhir","Peringkat kualitas","Peringkat nilai interaksi","Peringkat nilai konversi","Nama set iklan",Reaction/Reach,"Interaksi postingan","Klik tautan","CTR (rasio klik tayang tautan)",Frekuensi,"Pengikut Instagram","Interaksi Halaman","Hasil (awal)","Indikator hasil (awal)"
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,89061,reach,2371.48695838,50000,Harian,211207,152880,89061,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00055018,55,3,0.001962,1.716576,0,55,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,unknown,inactive,369,reach,2403.79403794,50000,Harian,887,650,369,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.761518,0,,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,35835,reach,2413.39472583,50000,Harian,86484,62892,35835,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00089298,35,,,1.755044,0,35,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,81547,reach,2418.5806958,50000,Harian,197228,143236,81547,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0005273,48,3,0.002094,1.756484,0,48,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,unknown,inactive,299,reach,2033.44481605,50000,Harian,608,451,299,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.508361,0,,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,20139,reach,2304.08659814,50000,Harian,46402,33925,20139,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00143999,29,,,1.684542,0,29,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,41711,reach,2499.65236988,50000,Harian,104263,76101,41711,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00117475,54,,,1.824483,0,54,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,unknown,inactive,115,reach,2782.60869565,50000,Harian,320,233,115,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,2.026087,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,8402,reach,2461.67579148,50000,Harian,20683,14923,8402,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00166627,15,,,1.776125,0,15,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,18845,reach,2470.8410719,50000,Harian,46563,33826,18845,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00111435,23,1,0.002956,1.794959,0,23,,
2026-07-01,2026-07-31,"Aldi Taher",65+,unknown,inactive,82,reach,2743.90243902,50000,Harian,225,159,82,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.939024,0,,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,female,inactive,8095,reach,1263.74305127,30000,Harian,10230,8809,8095,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00012353,4,,,1.088203,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,male,inactive,12941,reach,1476.47013368,30000,Harian,19107,14658,12941,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00015455,2,,,1.132679,0,2,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,unknown,inactive,118,reach,1355.93220339,30000,Harian,160,129,118,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.09322,0,,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,22992,reach,1159.18580376,30000,Harian,26652,24720,22992,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00013048,5,1,0.004045,1.075157,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,51707,reach,1447.07679811,30000,Harian,74824,57463,51707,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00025142,16,2,0.003481,1.11132,0,16,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,326,reach,1398.77300613,30000,Harian,456,368,326,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.128834,0,,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,17673,reach,1358.00373451,30000,Harian,24000,19644,17673,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00022633,6,2,0.010181,1.111526,0,6,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,51596,reach,1484.12667649,30000,Harian,76575,57131,51596,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00017443,13,2,0.003501,1.107276,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,unknown,inactive,219,reach,1447.48858447,30000,Harian,317,244,219,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.114155,0,,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,19280,reach,1454.82365145,30000,Harian,28049,21394,19280,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00057054,12,,,1.109647,0,12,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,46061,reach,1531.1217733,30000,Harian,70525,52185,46061,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.0004125,23,1,0.001916,1.132954,0,23,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,unknown,inactive,168,reach,1488.0952381,30000,Harian,250,191,168,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.136905,0,,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,9401,reach,1502.39336241,30000,Harian,14124,10545,9401,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00053186,6,,,1.121689,0,6,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,23261,reach,1606.42276772,30000,Harian,37367,27653,23261,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00068785,18,,,1.188814,0,18,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,unknown,inactive,69,reach,1840.57971014,30000,Harian,127,86,69,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.246377,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,4549,reach,1532.20488019,30000,Harian,6970,5204,4549,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00065949,3,,,1.143988,0,3,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,11221,reach,1537.29614116,30000,Harian,17250,12691,11221,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0.00035647,4,,,1.131004,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",65+,unknown,inactive,49,reach,1693.87755102,30000,Harian,83,61,49,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-06-19T11:30:22+0700,-,-,-,"Micro Targeting A+",0,,,,1.244898,0,,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,female,inactive,5,actions:post_interaction_gross,86,30000,Harian,430,31,27,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.18518519,5,,,1.148148,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",18-24,male,inactive,7,actions:post_interaction_gross,58.85714286,30000,Harian,412,31,27,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.25925926,7,,,1.148148,0,7,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,female,inactive,16,actions:post_interaction_gross,77.875,30000,Harian,1246,75,69,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.2173913,16,,,1.086957,0,16,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,male,inactive,29,actions:post_interaction_gross,64.31034483,30000,Harian,1865,120,102,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.2745098,29,,,1.176471,0,29,,
2026-07-01,2026-07-31,"Aldi Taher",25-34,unknown,inactive,1,actions:post_interaction_gross,63,30000,Harian,63,4,3,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.33333333,1,,,1.333333,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,female,inactive,7,actions:post_interaction_gross,70.42857143,30000,Harian,493,24,24,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.25,7,,,1,0,7,,
2026-07-01,2026-07-31,"Aldi Taher",35-44,male,inactive,13,actions:post_interaction_gross,62.76923077,30000,Harian,816,41,38,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.31578947,13,,,1.078947,0,13,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,female,inactive,4,actions:post_interaction_gross,123.25,30000,Harian,493,18,15,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.26666667,4,,,1.2,0,4,,
2026-07-01,2026-07-31,"Aldi Taher",45-54,male,inactive,8,actions:post_interaction_gross,60.125,30000,Harian,481,23,15,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.53333333,8,,,1.533333,0,8,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,female,inactive,1,actions:post_interaction_gross,88,30000,Harian,88,5,5,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.2,1,,,1,0,1,,
2026-07-01,2026-07-31,"Aldi Taher",55-64,male,inactive,5,actions:post_interaction_gross,49,30000,Harian,245,10,5,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.8,5,,,2,0,5,,
2026-07-01,2026-07-31,"Aldi Taher",65+,female,inactive,,,,30000,Harian,42,4,4,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Aldi Taher",65+,male,inactive,2,actions:post_interaction_gross,58.5,30000,Harian,117,6,6,Berlangsung,"Klik 7 hari atau tayangan 1 hari",60,ABSOLUTE_OCPM,2026-06-25T10:29:26+0700,-,-,-,"Micro Targeting A+",0.33333333,2,,,1,0,2,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,female,not_delivering,3189,reach,1694.57510191,50000,Harian,5404,3618,3189,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00031358,118,,,1.134525,0,118,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,male,not_delivering,5275,reach,1662.74881517,50000,Harian,8771,5940,5275,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00018957,226,,,1.126066,0,226,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",18-24,unknown,not_delivering,33,reach,1818.18181818,50000,Harian,60,40,33,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.212121,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,female,not_delivering,2390,reach,1666.52719665,50000,Harian,3983,2667,2390,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00041841,114,,,1.1159,0,114,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,male,not_delivering,8083,reach,1645.05752815,50000,Harian,13297,9009,8083,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00037115,448,,,1.114561,0,448,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",25-34,unknown,not_delivering,70,reach,1614.28571429,50000,Harian,113,75,70,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.071429,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,female,not_delivering,1016,reach,1697.83464567,50000,Harian,1725,1190,1016,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,66,,,1.17126,0,66,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,male,not_delivering,2983,reach,1654.71002347,50000,Harian,4936,3376,2983,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,240,,,1.131747,0,240,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",35-44,unknown,not_delivering,12,reach,1916.66666667,50000,Harian,23,15,12,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1.25,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,female,not_delivering,1351,reach,1741.67283494,50000,Harian,2353,1589,1351,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,104,,,1.176166,0,104,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,male,not_delivering,2094,reach,1745.94078319,50000,Harian,3656,2452,2094,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,209,,,1.170965,0,209,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",45-54,unknown,not_delivering,13,reach,1538.46153846,50000,Harian,20,14,13,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.076923,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,female,not_delivering,645,reach,1753.48837209,50000,Harian,1131,766,645,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,60,,,1.187597,0,60,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,male,not_delivering,993,reach,1720.04028197,50000,Harian,1708,1163,993,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,103,,,1.171198,0,103,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",55-64,unknown,not_delivering,6,reach,1166.66666667,50000,Harian,7,7,6,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.166667,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,female,not_delivering,756,reach,1728.83597884,50000,Harian,1307,898,756,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00132275,39,,,1.187831,0,39,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,male,not_delivering,1282,reach,1741.80967239,50000,Harian,2233,1496,1282,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00078003,110,,,1.166927,0,110,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",65+,unknown,not_delivering,15,reach,1800,50000,Harian,27,16,15,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.066667,0,1,,
2026-07-01,2026-07-31,"Mau Healing",18-24,female,not_delivering,15061,reach,1953.9207224,50000,Harian,29428,20055,15061,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00026559,428,,,1.331585,0,428,,
2026-07-01,2026-07-31,"Mau Healing",18-24,male,not_delivering,38266,reach,2057.15256363,50000,Harian,78719,53522,38266,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00036586,1459,,,1.398683,0,1459,,
2026-07-01,2026-07-31,"Mau Healing",18-24,unknown,not_delivering,214,reach,2102.80373832,50000,Harian,450,308,214,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,4,,,1.439252,0,4,,
2026-07-01,2026-07-31,"Mau Healing",25-34,female,not_delivering,10363,reach,1816.65540867,50000,Harian,18826,12791,10363,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",9.65E-5,331,,,1.234295,0,331,,
2026-07-01,2026-07-31,"Mau Healing",25-34,male,not_delivering,57112,reach,1976.09959378,50000,Harian,112859,76878,57112,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00021011,2527,,,1.346092,0,2527,,
2026-07-01,2026-07-31,"Mau Healing",25-34,unknown,not_delivering,357,reach,2036.41456583,50000,Harian,727,499,357,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,14,,,1.397759,0,14,,
2026-07-01,2026-07-31,"Mau Healing",35-44,female,not_delivering,4280,reach,1949.76635514,50000,Harian,8345,5733,4280,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00023364,275,,,1.339486,0,275,,
2026-07-01,2026-07-31,"Mau Healing",35-44,male,not_delivering,17013,reach,2065.30300359,50000,Harian,35137,24002,17013,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00029389,1411,,,1.410804,0,1411,,
2026-07-01,2026-07-31,"Mau Healing",35-44,unknown,not_delivering,99,reach,1909.09090909,50000,Harian,189,130,99,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,9,,,1.313131,0,9,,
2026-07-01,2026-07-31,"Mau Healing",45-54,female,not_delivering,7137,reach,2091.9153706,50000,Harian,14930,10177,7137,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00014011,607,,,1.425949,0,607,,
2026-07-01,2026-07-31,"Mau Healing",45-54,male,not_delivering,11311,reach,2139.15657325,50000,Harian,24196,16460,11311,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00017682,1245,,,1.455221,0,1245,,
2026-07-01,2026-07-31,"Mau Healing",45-54,unknown,not_delivering,87,reach,2114.94252874,50000,Harian,184,122,87,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,11,,,1.402299,0,11,,
2026-07-01,2026-07-31,"Mau Healing",55-64,female,not_delivering,3759,reach,2167.59776536,50000,Harian,8148,5575,3759,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00026603,413,,,1.483107,0,413,,
2026-07-01,2026-07-31,"Mau Healing",55-64,male,not_delivering,4930,reach,2258.82352941,50000,Harian,11136,7657,4930,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.00060852,562,,,1.553144,0,562,,
2026-07-01,2026-07-31,"Mau Healing",55-64,unknown,not_delivering,37,reach,1918.91891892,50000,Harian,71,50,37,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,2,,,1.351351,0,2,,
2026-07-01,2026-07-31,"Mau Healing",65+,female,not_delivering,4095,reach,2279.36507937,50000,Harian,9334,6395,4095,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0002442,244,,,1.561661,0,244,,
2026-07-01,2026-07-31,"Mau Healing",65+,male,not_delivering,8401,reach,2298.65492203,50000,Harian,19311,13199,8401,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.0003571,619,,,1.571122,0,619,,
2026-07-01,2026-07-31,"Mau Healing",65+,unknown,not_delivering,63,reach,2682.53968254,50000,Harian,169,118,63,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,10,,,1.873016,0,10,,
2026-07-01,2026-07-31,"Mau Healing",Unknown,female,not_delivering,4,reach,1500,50000,Harian,6,4,4,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Unknown,male,not_delivering,7,reach,1571.42857143,50000,Harian,11,7,7,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,female,not_delivering,1584,reach,1582.7020202,50000,Harian,2507,1697,1584,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,39,,,1.071338,0,39,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,male,not_delivering,3625,reach,1585.37931034,50000,Harian,5747,3915,3625,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,98,,,1.08,0,98,,
2026-07-01,2026-07-31,"Pulang Tenggo",18-24,unknown,not_delivering,23,reach,1478.26086957,50000,Harian,34,26,23,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,1,,,1.130435,0,1,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,female,not_delivering,1209,reach,1550.04135649,50000,Harian,1874,1281,1209,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0,20,,,1.059553,0,20,,
2026-07-01,2026-07-31,"Pulang Tenggo",25-34,male,not_delivering,5618,reach,1591.49163403,50000,Harian,8941,6072,5618,Berlangsung,"Klik 7 hari atau tayangan 1 hari",0,ABSOLUTE_OCPM,2026-07-24T11:29:11+0700,-,-,-,"Micro Targeting A+",0.000178,187,,,1.080812,0,187,,
